timestamp,open,high,low,close,volume
2024-08-20,53657.34000000,55469.03000000,52747.33000000,53076.19000000,301.28743363
2024-08-19,53049.34000000,53800.00000000,52408.27000000,53652.29000000,224.94083142
2024-08-18,54009.94000000,54688.34000000,53019.52000000,53046.89000000,130.08025933
2024-08-17,53452.49000000,54194.89000000,53380.64000000,54000.00000000,74.08506959
2024-08-16,52501.36000000,54340.13000000,52064.92000000,53464.65000000,253.81422526
2024-08-15,53326.55000000,54508.09000000,51195.03000000,52491.11000000,424.84476460
2024-08-14,55146.13000000,56081.19000000,53100.00000000,53328.00000000,308.51748484
2024-08-13,54312.58000000,56141.89000000,53510.41000000,55129.90000000,286.50224950
2024-08-12,53822.14000000,55555.00000000,52780.03000000,54307.22000000,359.11681215
2024-08-11,55860.58000000,56707.04000000,53436.91000000,53835.66000000,239.45474186
2024-08-10,55800.62000000,56358.00000000,55240.07000000,55859.19000000,135.27159029
2024-08-09,56546.67000000,56593.13000000,54533.74000000,55789.08000000,313.86928219
2024-08-08,50512.15000000,57499.00000000,50129.82000000,56542.08000000,460.84007542
2024-08-07,51369.66000000,52950.00000000,50010.13000000,50495.77000000,549.41047371
2024-08-06,49417.12000000,52299.98000000,49371.86000000,51374.96000000,963.93343161
2024-08-05,53330.01000000,53448.81000000,45021.36000000,49408.05000000,3196.63707067
2024-08-04,55719.17000000,56131.17000000,52521.27000000,53309.69000000,1023.84859285
2024-08-03,56352.63000000,57110.64000000,55000.00000000,55717.27000000,553.06040776
2024-08-02,60555.08000000,60794.76000000,56100.00000000,56347.78000000,473.47114375
2024-08-01,59709.38000000,60811.58000000,57709.31000000,60559.44000000,417.82100327
2024-07-31,61184.48000000,61804.95000000,59604.99000000,59715.77000000,336.73080284
2024-07-30,61701.63000000,61910.98000000,60411.71000000,61177.08000000,290.33895527
2024-07-29,62866.50000000,64749.00000000,61368.32000000,61700.00000000,427.70514922
2024-07-28,62490.46000000,62887.22000000,61744.87000000,62854.02000000,107.12922846
2024-07-27,62561.24000000,63876.72000000,61400.00000000,62488.02000000,292.01454843
2024-07-26,60652.22000000,62830.25000000,60571.05000000,62563.79000000,323.17954685
2024-07-25,60318.31000000,61004.00000000,58512.00000000,60650.01000000,335.29952639
2024-07-24,60766.59000000,61800.00000000,60065.73000000,60333.99000000,240.22230240
2024-07-23,62026.78000000,62220.35000000,60224.14000000,60755.96000000,292.25848749
2024-07-22,62526.97000000,62821.99000000,61166.88000000,62030.69000000,250.65858945
2024-07-21,61646.16000000,62721.17000000,60372.50000000,62529.01000000,203.01047905
2024-07-20,61281.39000000,62064.88000000,60871.92000000,61651.61000000,145.74291043
2024-07-19,58709.62000000,62000.00000000,58111.70000000,61283.57000000,410.28483968
2024-07-18,58599.56000000,59624.66000000,58031.47000000,58699.58000000,214.24423714
2024-07-17,59707.23000000,60675.00000000,58347.46000000,58600.56000000,346.32186003
2024-07-16,59421.37000000,59998.99000000,57211.79000000,59699.03000000,405.94613726
2024-07-15,55876.94000000,59585.00000000,55750.00000000,59432.32000000,490.78590908
2024-07-14,54274.50000000,56400.63000000,54257.68000000,55876.86000000,424.42726971
2024-07-13,53103.25000000,54863.10000000,52977.57000000,54274.18000000,208.66300848
2024-07-12,52733.04000000,53662.74000000,52017.01000000,53109.92000000,645.82671205
2024-07-11,53276.99000000,54744.40000000,52591.29000000,52728.22000000,1016.80072263
2024-07-10,53663.86000000,54950.27000000,52789.11000000,53276.98000000,605.65539207
2024-07-09,52267.68000000,53855.82000000,51865.03000000,53631.95000000,1109.47042884
2024-07-08,51589.15000000,53655.00000000,50144.21000000,52254.91000000,1457.34061510
2024-07-07,53664.31000000,53861.02000000,51450.59000000,51589.15000000,293.21252865
2024-07-06,52267.47000000,53892.23000000,51726.29000000,53664.51000000,707.35991637
2024-07-05,52790.03000000,53175.96000000,49437.20000000,52271.97000000,1085.18051491
2024-07-04,55772.09000000,56001.96000000,52549.74000000,52790.43000000,597.16889862
2024-07-03,57747.42000000,57888.74000000,55048.15000000,55766.78000000,383.47526387
2024-07-02,58523.46000000,58894.41000000,57510.25000000,57733.05000000,206.03530587
2024-07-01,58416.69000000,59467.74000000,58090.34000000,58527.56000000,387.64433677
2024-06-30,56881.68000000,58647.31000000,56625.31000000,58407.41000000,155.48993236
2024-06-29,56345.64000000,57117.87000000,56307.44000000,56888.03000000,136.28146021
2024-06-28,57546.99000000,58162.14000000,55965.89000000,56344.17000000,286.13125887
2024-06-27,56946.44000000,58164.61000000,56622.20000000,57545.90000000,263.66774666
2024-06-26,57713.47000000,58294.10000000,56800.20000000,56935.04000000,341.91484885
2024-06-25,56169.13000000,58215.85000000,56122.32000000,57713.87000000,570.89956745
2024-06-24,59127.81000000,59261.30000000,54419.19000000,56186.44000000,697.40788768
2024-06-23,59996.32000000,60246.86000000,59085.16000000,59107.12000000,89.24138584
2024-06-22,59995.39000000,60336.51000000,59797.74000000,59992.10000000,74.27808157
2024-06-21,60577.71000000,60719.65000000,59287.61000000,59987.59000000,270.54473097
2024-06-20,60466.69000000,61937.39000000,60249.86000000,60550.86000000,323.10050356
2024-06-19,60698.63000000,61218.74000000,60200.01000000,60456.22000000,168.56697690
2024-06-18,61908.22000000,61988.95000000,59654.85000000,60685.06000000,363.99799435
2024-06-17,62279.16000000,62696.68000000,60710.72000000,61904.82000000,236.82698332
2024-06-16,61832.47000000,62539.34000000,61687.66000000,62262.17000000,97.60381266
2024-06-15,61752.49000000,62111.00000000,61494.65000000,61829.19000000,90.88944269
2024-06-14,62189.17000000,63090.90000000,60801.06000000,61747.33000000,300.22901419
2024-06-13,63136.04000000,63396.45000000,61617.67000000,62171.28000000,253.89933232
2024-06-12,62719.92000000,64579.89000000,62243.20000000,63140.41000000,352.66408515
2024-06-11,64528.44000000,64588.76000000,61507.14000000,62726.38000000,530.41475073
2024-06-10,64664.14000000,65298.24000000,64320.22000000,64535.72000000,200.93621452
2024-06-09,64277.11000000,64842.00000000,64066.62000000,64648.18000000,159.25443232
2024-06-08,64257.12000000,64500.00000000,64096.56000000,64278.15000000,126.90552547
2024-06-07,64985.78000000,66132.47000000,63309.84000000,64258.71000000,352.28449963
2024-06-06,65358.06000000,65766.87000000,64380.61000000,64984.68000000,283.87105652
2024-06-05,64789.75000000,66063.64000000,64688.44000000,65357.71000000,335.41897846
2024-06-04,63089.34000000,65294.96000000,62931.48000000,64777.18000000,328.10654650
2024-06-03,62428.48000000,64762.10000000,62283.90000000,63080.70000000,304.92947467
2024-06-02,62445.22000000,63050.23000000,62026.91000000,62452.47000000,118.29560654
2024-06-01,62234.29000000,62561.82000000,62130.99000000,62441.25000000,87.06024806
2024-05-31,63105.19000000,63537.51000000,61440.00000000,62230.86000000,277.52115562
2024-05-30,62551.71000000,64124.08000000,62068.52000000,63095.75000000,268.44322450
2024-05-29,62968.22000000,63480.38000000,62062.99000000,62548.69000000,230.22853881
2024-05-28,63874.98000000,63968.61000000,61900.00000000,62969.80000000,340.08480991
2024-05-27,63145.80000000,64989.91000000,62808.92000000,63872.07000000,236.89637878
2024-05-26,63921.45000000,64114.63000000,62843.54000000,63138.93000000,102.45131389
2024-05-25,63249.14000000,64198.39000000,63196.06000000,63939.25000000,103.66428959
2024-05-24,62839.02000000,63878.65000000,61540.66000000,63232.74000000,245.38978772
2024-05-23,63816.00000000,64541.13000000,61333.00000000,62836.76000000,470.83392201
2024-05-22,64375.99000000,65138.74000000,63653.03000000,63816.00000000,376.19678098
2024-05-21,65521.16000000,65933.02000000,63494.57000000,64375.99000000,628.58154046
2024-05-20,60930.51000000,65700.00000000,60750.00000000,65521.16000000,542.13763679
2024-05-19,61588.52000000,62261.43000000,60587.46000000,60927.75000000,202.69537382
2024-05-18,61685.45000000,62012.19000000,61300.00000000,61579.64000000,194.99132039
2024-05-17,60030.50000000,62081.49000000,59963.62000000,61687.99000000,323.11749946
2024-05-16,60779.28000000,61400.00000000,59000.00000000,60018.57000000,394.26686267
2024-05-15,56924.68000000,61022.00000000,56680.09000000,60777.05000000,383.64791289
2024-05-14,58298.94000000,58478.73000000,56500.00000000,56924.05000000,320.35856449
2024-05-13,57085.97000000,58770.58000000,56418.03000000,58293.80000000,325.85438232
2024-05-12,56516.31000000,57435.99000000,56299.00000000,57075.98000000,123.98655238
2024-05-11,56524.04000000,57167.19000000,56208.31000000,56496.94000000,198.07642651
2024-05-10,58522.09000000,58882.51000000,55876.05000000,56514.18000000,447.06249428
2024-05-09,56941.52000000,58835.13000000,56459.29000000,58521.43000000,279.82735664
2024-05-08,57978.20000000,58657.29000000,56638.90000000,56949.08000000,357.82329052
2024-05-07,58671.32000000,59857.37000000,57920.00000000,57961.38000000,305.09384379
2024-05-06,59515.05000000,60834.00000000,58239.85000000,58681.47000000,415.09319745
2024-05-05,59398.45000000,60038.98000000,58461.27000000,59506.98000000,231.06694571
2024-05-04,58509.32000000,59999.00000000,58165.60000000,59392.98000000,274.70356453
2024-05-03,55076.36000000,58931.62000000,54811.98000000,58507.14000000,502.09441795
2024-05-02,54378.17000000,55643.98000000,53121.21000000,55082.13000000,635.05368310
2024-05-01,56844.50000000,56991.58000000,52943.49000000,54372.60000000,1258.79096130
2024-04-30,59581.09000000,60365.57000000,55311.31000000,56852.18000000,772.86685399
2024-04-29,58965.50000000,59875.00000000,57745.77000000,59549.34000000,503.46241480
2024-04-28,59364.36000000,60136.13000000,58647.82000000,58947.56000000,181.01826606
2024-04-27,59639.85000000,59793.40000000,58411.49000000,59364.40000000,226.12657975
2024-04-26,60143.74000000,60545.76000000,59242.36000000,59635.80000000,354.61187190
2024-04-25,60074.92000000,60867.16000000,58755.00000000,60126.24000000,389.91996958
2024-04-24,62060.81000000,62678.55000000,59418.00000000,60083.17000000,431.91218967
2024-04-23,62755.47000000,63046.18000000,61693.41000000,62068.17000000,386.33059160
2024-04-22,60985.08000000,63134.63000000,60520.08000000,62755.47000000,428.47715681
2024-04-21,61073.94000000,61721.09000000,60349.25000000,60953.54000000,274.07021648
2024-04-20,59992.83000000,61521.37000000,59310.61000000,61075.19000000,334.26412593
2024-04-19,59713.79000000,61521.37000000,56170.00000000,59991.74000000,918.21029260
2024-04-18,57485.45000000,60263.09000000,56917.92000000,59694.80000000,565.62223035
2024-04-17,60115.61000000,60782.51000000,56129.00000000,57485.91000000,987.19193770
2024-04-16,59769.15000000,60682.79000000,58042.43000000,60117.86000000,762.53253187
2024-04-15,61870.64000000,62869.53000000,58717.47000000,59747.50000000,1009.51373592
2024-04-14,61005.18000000,62043.20000000,59021.70000000,61867.60000000,760.75833798
2024-04-13,63330.19000000,64027.39000000,57251.00000000,61007.42000000,1559.92725418
2024-04-12,65281.03000000,66588.53000000,61300.00000000,63328.63000000,984.35762317
2024-04-11,65773.86000000,66369.00000000,64846.83000000,65278.57000000,383.48269915
2024-04-10,63684.68000000,66222.00000000,62636.91000000,65761.16000000,444.69384970
2024-04-09,65894.26000000,66017.61000000,62881.66000000,63710.86000000,508.61027479
2024-04-08,64046.80000000,67094.17000000,63770.22000000,65914.02000000,566.93663259
2024-04-07,63618.34000000,64849.98000000,63525.00000000,64048.85000000,219.83451485
2024-04-06,62640.42000000,64318.25000000,62283.52000000,63613.31000000,181.73176199
2024-04-05,63272.08000000,63464.37000000,61077.30000000,62635.57000000,457.05471445
2024-04-04,60962.64000000,63919.68000000,60089.91000000,63262.09000000,453.02671506
2024-04-03,60868.59000000,61980.00000000,60000.00000000,60944.89000000,512.74702544
2024-04-02,64905.24000000,64940.52000000,60011.64000000,60853.75000000,1100.29393570
2024-04-01,66093.32000000,66101.60000000,63422.75000000,64909.14000000,374.26140114
2024-03-31,64582.40000000,66193.77000000,64551.58000000,66099.78000000,191.18973257
2024-03-30,64800.06000000,65187.26000000,64531.79000000,64567.04000000,128.52661545
2024-03-29,65609.90000000,65784.03000000,64000.00000000,64804.53000000,258.96970172
2024-03-28,64228.88000000,66265.73000000,63636.15000000,65616.11000000,372.85584733
2024-03-27,64592.34000000,66339.18000000,63188.14000000,64187.14000000,723.56355016
2024-03-26,64440.88000000,65971.86000000,63893.68000000,64578.78000000,462.38197499
2024-03-25,62194.73000000,65689.95000000,61391.43000000,64434.81000000,786.75081788
2024-03-24,59269.04000000,62558.63000000,59058.70000000,62197.99000000,354.37775492
2024-03-23,59121.32000000,61146.40000000,58377.10000000,59270.27000000,308.58241208
2024-03-22,60314.15000000,61527.63000000,57723.98000000,59092.76000000,778.44754940
2024-03-21,62098.75000000,62450.49000000,59452.00000000,60311.85000000,792.84807062
2024-03-20,57002.05000000,62418.00000000,55904.42000000,62104.86000000,1320.89865175
2024-03-19,62150.25000000,62630.24000000,56617.26000000,56992.73000000,1643.82438685
2024-03-18,62809.05000000,63323.33000000,61175.19000000,62167.44000000,686.58471196
2024-03-17,59904.58000000,63275.93000000,59147.18000000,62799.62000000,848.16305427
2024-03-16,63883.90000000,64377.91000000,59470.50000000,59904.06000000,703.58792108
2024-03-15,65632.21000000,66573.90000000,60178.01000000,63873.31000000,1580.24010395
2024-03-14,66773.00000000,67467.86000000,62942.02000000,65631.65000000,1111.71424647
2024-03-13,65411.00000000,67437.05000000,65279.06000000,66772.14000000,703.39502589
2024-03-12,65704.92000000,66943.61000000,62952.84000000,65424.91000000,1000.88978827
2024-03-11,63085.63000000,66498.88000000,61332.21000000,65689.34000000,1005.81234192
2024-03-10,62549.27000000,63945.01000000,62334.78000000,63064.25000000,414.00852885
2024-03-09,62414.69000000,62799.99000000,62168.35000000,62553.18000000,217.19679871
2024-03-08,61043.74000000,64012.00000000,60410.00000000,62408.25000000,764.59105869
2024-03-07,60635.54000000,62320.76000000,60133.38000000,61027.58000000,594.19610322
2024-03-06,58825.04000000,62297.53000000,57910.32000000,60629.09000000,823.94642282
2024-03-05,62779.25000000,63600.00000000,48500.00000000,58821.41000000,2198.24205859
2024-03-04,58226.26000000,62960.00000000,57439.00000000,62779.25000000,1449.33430287
2024-03-03,57224.17000000,58328.78000000,56628.55000000,58227.89000000,309.28890918
2024-03-02,57565.56000000,57627.13000000,56837.19000000,57211.22000000,261.24992375
2024-03-01,56509.14000000,58300.00000000,56106.21000000,57572.75000000,649.14989943
2024-02-29,57472.17000000,58640.40000000,55753.70000000,56477.23000000,1065.49802200
2024-02-28,52600.59000000,59097.20000000,52309.80000000,57460.80000000,1487.12728374
2024-02-27,49978.02000000,53063.37000000,49978.02000000,52587.36000000,853.57840760
